CURRENT_TAXONOMIC_NAME,Ecoregion,meanLat,Realm,TrophicGrp,TrophicGrp,Lmax,meanN
Nectamia similis,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,7,3
Nemateleotris magnifica,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,9,1.375
Neoglyphidodon crossi,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,11,1
Neoglyphidodon oxyodon,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,15,1.25
Neopomacentrus azysron,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,7.5,46.33333333
Neopomacentrus bankieri,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,8,75.33333333
Neopomacentrus cyanomos,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,10,55.91176471
Neopomacentrus filamentosus,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,11,22.22222222
Neopomacentrus nemurus,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,8,14.66666667
Odonus niger,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,50,37.84693878
Ostorhinchus fleurieu,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,14,24.25
Ostorhinchus hoevenii,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,6,2
Ostorhinchus parvulus,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,4,309.4158416
Ostorhinchus sealei,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,10,149.125
Paracheilinus cyaneus,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,7,19.81481481
Pentapodus emeryii,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,29,1.333333333
Pholidichthys leucotaenia,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,34,601.6904762
Pomacentrus opisthostigma,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,7,23.89156627
Pomacentrus smithi,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,7,165.0641026
Premnas biaculeatus,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,17,1.357142857
Pseudanthias dispar,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,9.5,9.461538462
Pseudanthias huchtii,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,12,259.8932039
Pseudanthias hypselosoma,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,19,25
Pseudanthias pleurotaenia,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,20,20.5
Pseudanthias squamipinnis,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,15,237.0849057
Pseudanthias tuka,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,12,10.86206897
Ptereleotris evides,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,14,2.923076923
Ptereleotris heteroptera,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,14,5
Pterocaesio chrysozona,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,21,95
Pterocaesio digramma,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,30,203.974359
Pterocaesio pisang,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,21,203.0991736
Pterocaesio tessellata,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,25,444.6
Pterocaesio tile,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,30,32.73684211
Selar boops,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,25,333
Sphaeramia nematoptera,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,8.5,21.21052632
Sphaeramia orbicularis,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,10,25
Taeniamia fucata,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,10,88.53703704
Taeniamia zosterophora,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,8,175.2
Thalassoma amblycephalum,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,16,17.33333333
Thalassoma quinquevittatum,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,17,3.454545455
Uraspis helvola,Papua,-0.832486713,Central Indo-Pacific,Planktivore,Planktivore,58,1
Acanthurus thompsoni,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,27,4
Cheilodipterus quinquelineatus,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,13,4.9
Chromis acares,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,4,162
Chromis agilis,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,7.5,36.85714286
Chromis atripectoralis,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,12,19
Chromis iomelas,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,8,756.03125
Chromis margaritifer,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,9,135.75
Chromis viridis,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,8,356.2857143
Dascyllus flavicaudus,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,12,251.2058824
Myripristis adusta,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,35,1.333333333
Myripristis berndti,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,30,3.5
Myripristis violacea,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,35,2.875
Pomachromis richardsoni,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,6,33.25
Pseudanthias pascalus,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,20,97.58333333
Ptereleotris evides,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,14,6
Ptereleotris zebra,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,12,12
Pterocaesio tile,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,30,32.16666667
Thalassoma amblycephalum,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,16,25.33333333
Thalassoma quinquevittatum,Phoenix/Tokelau/Northern Cook Islands,-13.24789924,Eastern Indo-Pacific,Planktivore,Planktivore,17,2.333333333
Aulorhynchus flavidus,Puget Trough/Georgia Basin,49.15087573,Temperate Northern Pacific,Planktivore,Planktivore,18,26.6
Pholis laeta,Puget Trough/Georgia Basin,49.15087573,Temperate Northern Pacific,Planktivore,Planktivore,25,1.333333333
Acanthurus thompsoni,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Planktivore,Planktivore,27,12.70588235
Chromis acares,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Planktivore,Planktivore,4,42.66666667
Chromis agilis,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Planktivore,Planktivore,7.5,3.666666667
Chromis margaritifer,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Planktivore,Planktivore,9,6.6
Chromis pamae,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Planktivore,Planktivore,10.4,67.66666667
Chromis vanderbilti,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Planktivore,Planktivore,4.5,25.46153846
Dascyllus flavicaudus,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Planktivore,Planktivore,12,5.4
Myripristis berndti,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Planktivore,Planktivore,30,1
Myripristis randalli,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Planktivore,Planktivore,19.5,1
Nemateleotris magnifica,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Planktivore,Planktivore,9,4.666666667
Thalassoma heiseri,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Planktivore,Planktivore,11.6,3.266666667
Chromis chromis,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Planktivore,Planktivore,25,166.6551724
Thalassoma pavo,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Planktivore,Planktivore,25,1.2
Abudefduf septemfasciatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,23,1
Abudefduf sexfasciatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,16,4.727272727
Acanthurus thompsoni,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,27,8.75
Cheilodipterus macrodon,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,25,1.5
Cheilodipterus quinquelineatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,13,4.5
Chromis acares,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,4,277.64
Chromis agilis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,7.5,8.666666667
Chromis atripectoralis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,12,20
Chromis fumea,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,10,40
Chromis iomelas,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,8,41.10810811
Chromis margaritifer,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,9,64.86666667
Chromis vanderbilti,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,4.5,14
Chromis viridis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,8,211
Chromis xanthura,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,15,10.97222222
Dascyllus reticulatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,9,4.545454545
Heniochus acuminatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,25,1
Melichthys niger,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,50,2.2
Myripristis adusta,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,35,2
Myripristis berndti,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,30,2.636363636
Myripristis kuntee,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,26,2
Myripristis violacea,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,35,2.714285714
Nemateleotris magnifica,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,9,2
Neopomacentrus metallicus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,6,8.5
Pomachromis richardsoni,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,6,36.55
Pseudanthias pascalus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,20,46.85714286
Ptereleotris evides,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,14,7.4
Ptereleotris heteroptera,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,14,2.25
Ptereleotris zebra,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,12,5
Taeniamia fucata,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,10,6
Thalassoma amblycephalum,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,16,6.636363636
Thalassoma quinquevittatum,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Planktivore,Planktivore,17,21.67114094
Pholis crassispina,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Planktivore,Planktivore,25,1.714285714
Abudefduf sexfasciatus,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,16,13.66666667
Abudefduf vaigiensis,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,20,13.28571429
Caesio varilineata,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,40,37.33333333
Cheilodipterus artus,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,18.7,2
Cheilodipterus macrodon,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,25,7.5
Cheilodipterus quinquelineatus,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,13,1.466666667
Chromis atripectoralis,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,12,52
Chromis dimidiata,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,9,12.68181818
Chromis nigrura,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,6,3
Chromis opercularis,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,16,2
Chromis ternatensis,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,10,5
Chromis viridis,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,8,41.25
Chromis weberi,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,13.5,16.92307692
Dascyllus carneus,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,7,32.04545455
Dascyllus trimaculatus,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,11,3.352941176
Myripristis kuntee,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,26,3.1
Myripristis murdjan,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,60,2.769230769
Myripristis violacea,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,35,2.84
Neopomacentrus cyanomos,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,10,186
Pseudanthias squamipinnis,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,15,3.666666667
Pterocaesio marri,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,35,2
Pterocaesio pisang,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,21,12
Pterocaesio tile,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,30,85
Taeniamia fucata,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,10,60.84210526
Thalassoma amblycephalum,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,16,3
Thalassoma hebraicum,Seychelles,-4.617597202,Western Indo-Pacific,Planktivore,Planktivore,23,1.913043478
Abudefduf bengalensis,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,17,3.653846154
Abudefduf sexfasciatus,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,16,9.153846154
Amphiprion clarkii,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,15,2.428571429
Cheilodipterus quinquelineatus,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,13,1.5
Chromis viridis,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,8,2
Chromis weberi,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,13.5,1
Chromis westaustralis,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,8.5,123.6666667
Dascyllus reticulatus,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,9,45.875
Dascyllus trimaculatus,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,11,7.25
Heniochus acuminatus,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,25,1
Microcanthus strigatus,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,16,4.6
Neopomacentrus filamentosus,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,11,550.1904762
Thalassoma septemfasciatum,Shark Bay,-26.1108249,Temperate Australasia,Planktivore,Planktivore,31,1.6
Abudefduf sexfasciatus,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,16,10.45454545
Acanthurus thompsoni,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,27,1
Cheilodipterus macrodon,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,25,1
Cheilodipterus quinquelineatus,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,13,2.8
Chromis acares,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,4,85.77272727
Chromis agilis,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,7.5,7.5
Chromis alpha,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,8.5,1.666666667
Chromis atripectoralis,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,12,11.75
Chromis iomelas,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,8,63.57407407
Chromis margaritifer,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,9,18.02439024
Chromis opercularis,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,16,7
Chromis vanderbilti,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,4.5,43
Chromis viridis,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,8,8.6
Chromis xanthura,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,15,5.666666667
Dascyllus flavicaudus,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,12,20.05263158
Dascyllus reticulatus,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,9,1
Dascyllus trimaculatus,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,11,7.55
Hemitaurichthys polylepis,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,18,2
Heniochus acuminatus,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,25,2
Melichthys niger,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,50,3
Myripristis amaena,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,26.5,2
Myripristis berndti,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,30,11.9375
Myripristis earlei,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,24,1
Myripristis kuntee,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,26,25.16666667
Myripristis pralinia,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,20,25
Myripristis violacea,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,35,4.8
Nemateleotris magnifica,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,9,1.454545455
Odonus niger,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,50,52.8
Pseudanthias mooreanus,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,7.2,25
Pseudanthias olivaceus,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,8.8,47
Pseudanthias pascalus,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,20,19.2
Ptereleotris evides,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,14,2
Ptereleotris microlepis,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,13,3.5
Pterocaesio tile,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,30,32.5
Thalassoma amblycephalum,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,16,9.916666667
Thalassoma quinquevittatum,Society Islands,-17.0799587,Eastern Indo-Pacific,Planktivore,Planktivore,17,3.40625
Acanthochromis polyacanthus,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,14,273.9375
Acanthurus thompsoni,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,27,2
Amphiprion clarkii,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,15,4.5
Caesio caerulaurea,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,35,28.4
Caesio cuning,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,60,12.33333333
Caesio lunaris,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,40,22
Caesio teres,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,40,14
Cheilodipterus intermedius,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,20,1
Cheilodipterus macrodon,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,25,3.5
Cheilodipterus quinquelineatus,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,13,1.5
Chromis amboinensis,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,9,386
Chromis atripectoralis,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,12,2
Chromis atripes,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,9,450
Chromis lineata,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,7,50.75
Chromis margaritifer,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,9,20.33333333
Chromis retrofasciata,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,4,45.25
Chromis ternatensis,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,10,868.75
Chromis viridis,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,8,60
Chromis weberi,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,13.5,110.6666667
Chromis xanthura,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,15,20
Dascyllus reticulatus,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,9,25
Dascyllus trimaculatus,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,11,33.46153846
Hemiglyphidodon plagiometopon,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,18,4
Hemitaurichthys polylepis,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,18,2
Heniochus acuminatus,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,25,2
Myripristis adusta,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,35,4
Myripristis amaena,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,26.5,7
Myripristis berndti,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,30,8.666666667
Myripristis kuntee,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,26,1.5
Myripristis murdjan,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,60,1
Nemateleotris magnifica,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,9,2
Odonus niger,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,50,5
Premnas biaculeatus,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,17,1.333333333
Pseudanthias dispar,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,9.5,252.5
Pseudanthias huchtii,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,12,20.6
Pseudanthias tuka,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,12,438.625
Ptereleotris evides,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,14,2
Pterocaesio pisang,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,21,24
Pterocaesio tile,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,30,1
Pterocaesio trilineata,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,20,4
Thalassoma amblycephalum,Solomon Archipelago,-8.075554107,Central Indo-Pacific,Planktivore,Planktivore,16,174.3571429
Caesioperca rasor,South Australian Gulfs,-35.18337713,Temperate Australasia,Planktivore,Planktivore,26,7.512931034
Hyperlophus vittatus,South Australian Gulfs,-35.18337713,Temperate Australasia,Planktivore,Planktivore,10,350
Phycodurus eques,South Australian Gulfs,-35.18337713,Temperate Australasia,Planktivore,Planktivore,43,1.166666667
Phyllopteryx taeniolatus,South Australian Gulfs,-35.18337713,Temperate Australasia,Planktivore,Planktivore,46,1
Sardinops neopilchardus,South Australian Gulfs,-35.18337713,Temperate Australasia,Planktivore,Planktivore,25,250
Scorpis aequipinnis,South Australian Gulfs,-35.18337713,Temperate Australasia,Planktivore,Planktivore,56,3.50013816
Scorpis georgiana,South Australian Gulfs,-35.18337713,Temperate Australasia,Planktivore,Planktivore,46,1.274193548
Spratelloides robustus,South Australian Gulfs,-35.18337713,Temperate Australasia,Planktivore,Planktivore,12,206.875
Trachichthys australis,South Australian Gulfs,-35.18337713,Temperate Australasia,Planktivore,Planktivore,18,1.166666667
Ammodytes tobianus,South European Atlantic Shelf,42.58330359,Temperate Northern Atlantic,Planktivore,Planktivore,20,1.25
Chromis chromis,South European Atlantic Shelf,42.58330359,Temperate Northern Atlantic,Planktivore,Planktivore,25,9
Pomatoschistus pictus,South European Atlantic Shelf,42.58330359,Temperate Northern Atlantic,Planktivore,Planktivore,6,198.6557377
Abudefduf sexfasciatus,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,16,14
Abudefduf vaigiensis,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,20,2.6
Amphiprion clarkii,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,15,2.5
Cheilodipterus macrodon,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,25,1.571428571
Cheilodipterus quinquelineatus,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,13,1.666666667
Chromis atripes,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,9,1.5
Chromis chrysura,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,14,3.375
Chromis flavomaculata,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,16,9.571428571
Chromis lepidolepis,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,9,1.333333333
Chromis margaritifer,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,9,21.05263158
Chromis notata,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,17,21.5
