id,Order,Family,Genus,Species,Leaves,Flowers,Seeds,Fruits,Arthro,Vert,Diet,Body_size_mm,,
Anf1631,Anura,Dicroglossidae,Allopaa,Allopaa hazarensis,NA,NA,NA,NA,1,NA,Insectivore,62,,
Anf1774,Anura,Dicroglossidae,Sphaerotheca,Sphaerotheca breviceps,NA,NA,NA,NA,1,NA,Insectivore,63,,
Anf2008,Anura,Heleophrynidae,Heleophryne,Heleophryne rosei,NA,NA,NA,NA,1,NA,Insectivore,63,,
Anf5475,Anura,Strabomantidae,Oreobates,Oreobates quixensis,NA,NA,NA,NA,1,NA,Insectivore,63,,
Anf1389,Anura,Cycloramphidae,Proceratophrys,Proceratophrys appendiculata,NA,NA,NA,NA,1,NA,Insectivore,63.2,,
Anf0261,Anura,Bombinatorina,Bombina,Bombina lichuanensis,NA,NA,NA,NA,1,NA,Insectivore,63.4,,
Anf4209,Anura,Microhylidae,Dasypops,Dasypops schirchi,NA,NA,NA,NA,1,NA,Insectivore,63.6,,
Anf1344,Anura,Craugastoridae,Haddadus,Haddadus binotatus,NA,NA,NA,NA,1,NA,Insectivore,63.8,,
Anf0821,Anura,Bufonidae,Rhinella,Rhinella chavin,NA,NA,NA,NA,1,NA,Insectivore,64.9,,
Anf0009,Anura,Alytidae,Discoglossus,Discoglossus montalentii,NA,NA,NA,NA,1,NA,Insectivore,65,,
Anf0343,Anura,Brevicipitidae,Probreviceps,Probreviceps macrodactylus,NA,NA,NA,NA,1,NA,Insectivore,65,,
Anf1718,Anura,Dicroglossidae,Limnonectes,Limnonectes paramacrodon,NA,NA,NA,NA,1,NA,Insectivore,65,,
Anf2002,Anura,Heleophrynidae,Hadromophryne,Hadromophryne natalensis,NA,NA,NA,NA,1,NA,Insectivore,65,,
Anf3408,Anura,Leptodactylidae,Leptodactylus,Leptodactylus mystacinus,NA,NA,NA,NA,1,NA,Insectivore,65,,
Anf4264,Anura,Microhylidae,Kaloula,Kaloula aureata,NA,NA,NA,NA,1,NA,Insectivore,65,,
Anf4265,Anura,Microhylidae,Kaloula,Kaloula baleata,NA,NA,NA,NA,1,NA,Insectivore,65,,
Anf4327,Anura,Microhylidae,Phrynomantis,Phrynomantis affinis,NA,NA,NA,NA,1,NA,Insectivore,65,,
Anf4826,Anura,Ranidae,Hylarana,Hylarana megalonesa,NA,NA,NA,NA,1,NA,Insectivore,65.6,,
Anf2591,Anura,Hylidae,Pseudis,Pseudis tocantins,NA,NA,NA,NA,1,NA,Insectivore,65.9,,
Anf3936,Anura,Microhylidae,Callulops,Callulops omnistriatus,NA,NA,NA,NA,1,NA,Insectivore,67,,
Anf4803,Anura,Ranidae,Hylarana,Hylarana grandocula,NA,NA,NA,NA,1,NA,Insectivore,67,,
Anf0259,Anura,Bombinatorina,Barbourula,Barbourula kalimantanensis,NA,NA,NA,NA,1,NA,Insectivore,68,,
Anf4113,Anura,Microhylidae,Xenorhina,Xenorhina parkerorum,NA,NA,NA,NA,1,NA,Insectivore,68,,
Anf4558,Anura,Pipidae,Pipa,Pipa carvalhoi,NA,NA,NA,NA,1,NA,Insectivore,68,,
Anf1300,Anura,Craugastoridae,Craugastor,Craugastor opimus,NA,NA,NA,NA,1,NA,Insectivore,69,,
Anf0827,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf1283,Anura,Craugastoridae,Craugastor,Craugastor megacephalus,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf1382,Anura,Cycloramphidae,Odontophrynus,Odontophrynus carvalhoi,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf2109,Anura,Hemisotidae,Hemisus,Hemisus olivaceus,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf2712,Anura,Hylidae,Smilisca,Smilisca fodiens,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf4233,Anura,Microhylidae,Nelsonophryne,Nelsonophryne aterrima,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf4270,Anura,Microhylidae,Kaloula,Kaloula mediolineata,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf4272,Anura,Microhylidae,Kaloula,Kaloula pulchra,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf4323,Anura,Microhylidae,Uperodon,Uperodon systoma,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf4448,Anura,Pelobatidae,Pelobates,Pelobates varaldii,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf0402,Anura,Bufonidae,Anaxyrus,Anaxyrus exsul,NA,NA,NA,NA,1,NA,Insectivore,71,,
Anf4428,Anura,Nyctibatrachidae,Lankanectes,Lankanectes corrugatus,NA,NA,NA,NA,1,NA,Insectivore,71,,
Anf5385,Anura,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii,NA,NA,NA,NA,1,NA,Insectivore,71,,
Anf4109,Anura,Microhylidae,Xenorhina,Xenorhina obesa,NA,NA,NA,NA,1,NA,Insectivore,72.3,,
Anf1410,Anura,Cycloramphidae,Proceratophrys,Proceratophrys tupinamba,NA,NA,NA,NA,1,NA,Insectivore,72.8,,
Anf4254,Anura,Microhylidae,Calluella,Calluella brooksii,NA,NA,NA,NA,1,NA,Insectivore,73.5,,
Anf0850,Anura,Bufonidae,Rhinella,Rhinella margaritifera,NA,NA,NA,NA,1,NA,Insectivore,74,,
Anf4463,Anura,Petropedetidae,Petropedetes,Petropedetes martiensseni,NA,NA,NA,NA,1,NA,Insectivore,74,,
Anf4954,Anura,Ranidae,Odorrana,Odorrana narina,NA,NA,NA,NA,1,NA,Insectivore,74,,
Anf4210,Anura,Microhylidae,Dermatonotus,Dermatonotus muelleri,NA,NA,NA,NA,1,NA,Insectivore,74.15,,
Anf1392,Anura,Cycloramphidae,Proceratophrys,Proceratophrys boiei,NA,NA,NA,NA,1,NA,Insectivore,74.3,,
Anf4329,Anura,Microhylidae,Phrynomantis,Phrynomantis bifasciatus,NA,NA,NA,NA,1,NA,Insectivore,75,,
Anf6474,Caudata,Plethodontidae,Eurycea,Eurycea troglodytes,NA,NA,NA,NA,1,NA,Insectivore,75,,
Anf0262,Anura,Bombinatorina,Bombina,Bombina maxima,NA,NA,NA,NA,1,NA,Insectivore,77,,
Anf1425,Anura,Cycloramphidae,Cycloramphus,Cycloramphus brasiliensis,NA,NA,NA,NA,1,NA,Insectivore,77.8,,
Anf3938,Anura,Microhylidae,Callulops,Callulops robustus,NA,NA,NA,NA,1,NA,Insectivore,78,,
Anf6393,Caudata,Plethodontidae,Plethodon,Plethodon angusticlavius,NA,NA,NA,NA,1,NA,Insectivore,79,,
Anf6477,Caudata,Plethodontidae,Eurycea,Eurycea waterlooensis,NA,NA,NA,NA,1,NA,Insectivore,79,,
Anf0323,Anura,Brevicipitidae,Breviceps,Breviceps gibbosus,NA,NA,NA,NA,1,NA,Insectivore,80,,
Anf2106,Anura,Hemisotidae,Hemisus,Hemisus guttatus,NA,NA,NA,NA,1,NA,Insectivore,80,,
Anf3400,Anura,Leptodactylidae,Leptodactylus,Leptodactylus macrosternum,NA,NA,NA,NA,1,NA,Insectivore,80,,
Anf4446,Anura,Pelobatidae,Pelobates,Pelobates fuscus,NA,NA,NA,NA,1,NA,Insectivore,80,,
Anf4973,Anura,Ranidae,Pelophylax,Pelophylax bergeri,NA,NA,NA,NA,1,NA,Insectivore,80,,
Anf5384,Anura,Scaphiopodidae,Scaphiopus,Scaphiopus couchii,NA,NA,NA,NA,1,NA,Insectivore,80,,
Anf6475,Caudata,Plethodontidae,Eurycea,Eurycea tynerensis,NA,NA,NA,NA,1,NA,Insectivore,80,,
Anf6517,Caudata,Salamandridae,Lissotriton,Lissotriton italicus,NA,NA,NA,NA,1,NA,Insectivore,80,,
Anf6454,Caudata,Plethodontidae,Eurycea,Eurycea chamberlaini,NA,NA,NA,NA,1,NA,Insectivore,81,,
Anf1699,Anura,Dicroglossidae,Limnonectes,Limnonectes kuhlii,NA,NA,NA,NA,1,NA,Insectivore,81.5,,
Anf0819,Anura,Bufonidae,Rhinella,Rhinella ceratophrys,NA,NA,NA,NA,1,NA,Insectivore,82,,
Anf4898,Anura,Ranidae,Lithobates,Lithobates sylvaticus,NA,NA,NA,NA,1,NA,Insectivore,83,,
Anf5386,Anura,Scaphiopodidae,Scaphiopus,Scaphiopus hurterii,NA,NA,NA,NA,1,NA,Insectivore,83,,
Anf4032,Anura,Microhylidae,Mantophryne,Mantophryne louisiadensis,NA,NA,NA,NA,1,NA,Insectivore,83.6,,
Anf4322,Anura,Microhylidae,Uperodon,Uperodon globulosus,NA,NA,NA,NA,1,NA,Insectivore,84,,
Anf6585,Caudata,Salamandridae,Salamandrina,Salamandrina perspicillata,NA,NA,NA,NA,1,NA,Insectivore,85,,
Anf0258,Anura,Bombinatorina,Barbourula,Barbourula busuangensis,NA,NA,NA,NA,1,NA,Insectivore,85.3,,
Anf4986,Anura,Ranidae,Pelophylax,Pelophylax perezi,NA,NA,NA,NA,1,NA,Insectivore,86,,
Anf6372,Caudata,Plethodontidae,Desmognathus,Desmognathus imitator,NA,NA,NA,NA,1,NA,Insectivore,87,,
Anf5383,Anura,Rhinophrynidae,Rhinophrynus,Rhinophrynus dorsalis,NA,NA,NA,NA,1,NA,Insectivore,89,,
Anf1632,Anura,Dicroglossidae,Chrysopaa,Chrysopaa sternosignata,NA,NA,NA,NA,1,NA,Insectivore,90,,
Anf3424,Anura,Leptodactylidae,Leptodactylus,Leptodactylus rhodomystax,NA,NA,NA,NA,1,NA,Insectivore,90,,
Anf4101,Anura,Microhylidae,Xenorhina,Xenorhina gigantea,NA,NA,NA,NA,1,NA,Insectivore,90,,
Anf4427,Anura,Nasikabatrachidae,Nasikabatrachus,Nasikabatrachus sahyadrensis,NA,NA,NA,NA,1,NA,Insectivore,90,,
Anf4447,Anura,Pelobatidae,Pelobates,Pelobates syriacus,NA,NA,NA,NA,1,NA,Insectivore,90,,
Anf5024,Anura,Ranidae,Rana,Rana luteiventris,NA,NA,NA,NA,1,NA,Insectivore,90,,
Anf6467,Caudata,Plethodontidae,Eurycea,Eurycea quadridigitata,NA,NA,NA,NA,1,NA,Insectivore,90,,
Anf1634,Anura,Dicroglossidae,Euphlyctis,Euphlyctis cyanophlyctis,NA,NA,NA,NA,1,NA,Insectivore,92,,
Anf4562,Anura,Pipidae,Pipa,Pipa snethlageae,NA,NA,NA,NA,1,NA,Insectivore,92,,
Anf0348,Anura,Bufonidae,Bufo,Bufo pentoni,NA,NA,NA,NA,1,NA,Insectivore,95,,
Anf0403,Anura,Bufonidae,Anaxyrus,Anaxyrus fowleri,NA,NA,NA,NA,1,NA,Insectivore,95,,
Anf1238,Anura,Craugastoridae,Craugastor,Craugastor augusti,NA,NA,NA,NA,1,NA,Insectivore,95,,
Anf0393,Anura,Bufonidae,Amietophrynus,Amietophrynus xeros,NA,NA,NA,NA,1,NA,Insectivore,97,,
Anf3456,Anura,Limnodynastidae,Heleioporus,Heleioporus australiacus,NA,NA,NA,NA,1,NA,Insectivore,97,,
Anf3047,Anura,Hylodidae,Megaelosia,Megaelosia apuana,NA,NA,NA,NA,1,NA,Insectivore,97.2,,
Anf0614,Anura,Bufonidae,Incilius,Incilius coccifer,NA,NA,NA,NA,1,NA,Insectivore,99,,
Anf0603,Anura,Bufonidae,Epidalea,Epidalea calamita,NA,NA,NA,NA,1,NA,Insectivore,100,,
Anf3928,Anura,Microhylidae,Callulops,Callulops doriae,NA,NA,NA,NA,1,NA,Insectivore,100,,
Anf4151,Anura,Microhylidae,Plethodontohyla,Plethodontohyla inguinalis,NA,NA,NA,NA,1,NA,Insectivore,100,,
Anf6458,Caudata,Plethodontidae,Eurycea,Eurycea junaluska,NA,NA,NA,NA,1,NA,Insectivore,100,,
Anf6371,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,NA,NA,NA,NA,1,NA,Insectivore,100.5,,
Anf6498,Caudata,Salamandridae,Calotriton,Calotriton arnoldi,NA,NA,NA,NA,1,NA,Insectivore,102,,
Anf1416,Anura,Cycloramphidae,Thoropa,Thoropa taophora,NA,NA,NA,NA,1,NA,Insectivore,102.1,,
Anf4894,Anura,Ranidae,Lithobates,Lithobates sevosus,NA,NA,NA,NA,1,NA,Insectivore,105,,
Anf4925,Anura,Ranidae,Odorrana,Odorrana banaorum,NA,NA,NA,NA,1,NA,Insectivore,108.7,,
Anf0357,Anura,Bufonidae,Amietophrynus,Amietophrynus brauni,NA,NA,NA,NA,1,NA,Insectivore,110,,
Anf0794,Anura,Bufonidae,Rhaebo,Rhaebo glaberrimus,NA,NA,NA,NA,1,NA,Insectivore,110,,
Anf4179,Anura,Microhylidae,Dyscophus,Dyscophus antongilii,NA,NA,NA,NA,1,NA,Insectivore,110,,
Anf4445,Anura,Pelobatidae,Pelobates,Pelobates cultripes,NA,NA,NA,NA,1,NA,Insectivore,110,,
Anf4639,Anura,Pyxicephalidae,Amietia,Amietia angolensis,NA,NA,NA,NA,1,NA,Insectivore,110,,
Anf4859,Anura,Ranidae,Lithobates,Lithobates areolatus,NA,NA,NA,NA,1,NA,Insectivore,110,,
Anf6073,Caudata,Plethodontidae,Batrachoseps,Batrachoseps gabrieli,NA,NA,NA,NA,1,NA,Insectivore,110,,
Anf6402,Caudata,Plethodontidae,Plethodon,Plethodon dorsalis,NA,NA,NA,NA,1,NA,Insectivore,111,,
Anf0796,Anura,Bufonidae,Rhaebo,Rhaebo haematiticus,NA,NA,NA,NA,1,NA,Insectivore,111.3,,
Anf4180,Anura,Microhylidae,Dyscophus,Dyscophus guineti,NA,NA,NA,NA,1,NA,Insectivore,112.4,,
Anf6486,Caudata,Plethodontidae,Stereochilus,Stereochilus marginatus,NA,NA,NA,NA,1,NA,Insectivore,114,,
Anf0385,Anura,Bufonidae,Amietophrynus,Amietophrynus superciliaris,NA,NA,NA,NA,1,NA,Insectivore,120,,
Anf6453,Caudata,Plethodontidae,Eurycea,Eurycea bislineata,NA,NA,NA,NA,1,NA,Insectivore,123,,
Anf4887,Anura,Ranidae,Lithobates,Lithobates palmipes,NA,NA,NA,NA,1,NA,Insectivore,126,,
Anf6367,Caudata,Plethodontidae,Desmognathus,Desmognathus brimleyorum,NA,NA,NA,NA,1,NA,Insectivore,128,,
Anf5980,Caudata,Ambystomatidae,Ambystoma,Ambystoma cingulatum,NA,NA,NA,NA,1,NA,Insectivore,129,,
Anf0383,Anura,Bufonidae,Amietophrynus,Amietophrynus regularis,NA,NA,NA,NA,1,NA,Insectivore,130,,
Anf6504,Caudata,Salamandridae,Euproctus,Euproctus montanus,NA,NA,NA,NA,1,NA,Insectivore,130,,
Anf0581,Anura,Bufonidae,Duttaphrynus,Duttaphrynus himalayanus,NA,NA,NA,NA,1,NA,Insectivore,132,,
Anf6355,Caudata,Plethodontidae,Aneides,Aneides ferreus,NA,NA,NA,NA,1,NA,Insectivore,133,,
Anf0762,Anura,Bufonidae,Phrynoidis,Phrynoidis aspera,NA,NA,NA,NA,1,NA,Insectivore,140,,
Anf6575,Caudata,Salamandridae,Lyciasalamandra,Lyciasalamandra helverseni,NA,NA,NA,NA,1,NA,Insectivore,140,,
Anf6427,Caudata,Plethodontidae,Plethodon,Plethodon richmondi,NA,NA,NA,NA,1,NA,Insectivore,143,,
Anf3435,Anura,Leptodactylidae,Leptodactylus,Leptodactylus stenodema,NA,NA,NA,NA,1,NA,Insectivore,146,,
Anf0376,Anura,Bufonidae,Amietophrynus,Amietophrynus mauritanicus,NA,NA,NA,NA,1,NA,Insectivore,150,,
Anf0541,Anura,Bufonidae,Bufo,Bufo bufo,NA,NA,NA,NA,1,NA,Insectivore,150,,
Anf6505,Caudata,Salamandridae,Euproctus,Euproctus platycephalus,NA,NA,NA,NA,1,NA,Insectivore,150,,
Anf6536,Caudata,Salamandridae,Paramesotriton,Paramesotriton caudopunctatus,NA,NA,NA,NA,1,NA,Insectivore,154,,
Anf6424,Caudata,Plethodontidae,Plethodon,Plethodon ouachitae,NA,NA,NA,NA,1,NA,Insectivore,159,,
Anf1671,Anura,Dicroglossidae,Hoplobatrachus,Hoplobatrachus occipitalis,NA,NA,NA,NA,1,NA,Insectivore,160,,
Anf6423,Caudata,Plethodontidae,Plethodon,Plethodon ocmulgee,NA,NA,NA,NA,1,NA,Insectivore,160,,
Anf6462,Caudata,Plethodontidae,Eurycea,Eurycea multiplicata,NA,NA,NA,NA,1,NA,Insectivore,160,,
Anf6499,Caudata,Salamandridae,Calotriton,Calotriton asper,NA,NA,NA,NA,1,NA,Insectivore,160,,
Anf6557,Caudata,Salamandridae,Triturus,Triturus karelinii,NA,NA,NA,NA,1,NA,Insectivore,160,,
Anf6559,Caudata,Salamandridae,Triturus,Triturus marmoratus,NA,NA,NA,NA,1,NA,Insectivore,160,,
Anf6569,Caudata,Salamandridae,Chioglossa,Chioglossa lusitanica,NA,NA,NA,NA,1,NA,Insectivore,160,,
Anf6408,Caudata,Plethodontidae,Plethodon,Plethodon grobmani,NA,NA,NA,NA,1,NA,Insectivore,163.5,,
Anf1707,Anura,Dicroglossidae,Limnonectes,Limnonectes magnus,NA,NA,NA,NA,1,NA,Insectivore,164.4,,
Anf0608,Anura,Bufonidae,Incilius,Incilius alvarius,NA,NA,NA,NA,1,NA,Insectivore,165,,
Anf3388,Anura,Leptodactylidae,Leptodactylus,Leptodactylus knudseni,NA,NA,NA,NA,1,NA,Insectivore,165,,
Anf5976,Caudata,Ambystomatidae,Ambystoma,Ambystoma barbouri,NA,NA,NA,NA,1,NA,Insectivore,168,,
Anf1746,Anura,Dicroglossidae,Nanorana,Nanorana liebigii,NA,NA,NA,NA,1,NA,Insectivore,169,,
Anf5989,Caudata,Ambystomatidae,Ambystoma,Ambystoma mabeei,NA,NA,NA,NA,1,NA,Insectivore,170,,
Anf6582,Caudata,Salamandridae,Salamandra,Salamandra lanzai,NA,NA,NA,NA,1,NA,Insectivore,170,,
Anf6002,Caudata,Ambystomatidae,Ambystoma,Ambystoma texanum,NA,NA,NA,NA,1,NA,Insectivore,178,,
Anf6461,Caudata,Plethodontidae,Eurycea,Eurycea lucifuga,NA,NA,NA,NA,1,NA,Insectivore,181,,
Anf6576,Caudata,Salamandridae,Lyciasalamandra,Lyciasalamandra luschani,NA,NA,NA,NA,1,NA,Insectivore,181,,
Anf0837,Anura,Bufonidae,Rhinella,Rhinella icterica,NA,NA,NA,NA,1,NA,Insectivore,190,,
Anf6460,Caudata,Plethodontidae,Eurycea,Eurycea longicauda,NA,NA,NA,NA,1,NA,Insectivore,200,,
Anf6024,Caudata,Hynobiidae,Hynobius,Hynobius boulengeri,NA,NA,NA,NA,1,NA,Insectivore,201,,
Anf6666,Gymnophiona,Caeciliidae,Indotyphlus,Indotyphlus maharashtraensis,NA,NA,NA,NA,1,NA,Insectivore,205,,
Anf6739,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis javanicus,NA,NA,NA,NA,1,NA,Insectivore,210,,
Anf0763,Anura,Bufonidae,Phrynoidis,Phrynoidis juxtaspera,NA,NA,NA,NA,1,NA,Insectivore,215,,
Anf6549,Caudata,Salamandridae,Taricha,Taricha granulosa,NA,NA,NA,NA,1,NA,Insectivore,216,,
Anf6592,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula changamwensis,NA,NA,NA,NA,1,NA,Insectivore,230,,
Anf5990,Caudata,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,NA,NA,NA,NA,1,NA,Insectivore,248,,
Anf6493,Caudata,Proteidae,Proteus,Proteus anguinus,NA,NA,NA,NA,1,NA,Insectivore,250,,
Anf6587,Caudata,Sirenidae,Pseudobranchus,Pseudobranchus axanthus,NA,NA,NA,NA,1,NA,Insectivore,250,,
Anf6584,Caudata,Salamandridae,Salamandra,Salamandra salamandra,NA,NA,NA,NA,1,NA,Insectivore,280,,
Anf6595,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula niedeni,NA,NA,NA,NA,1,NA,Insectivore,290,,
Anf6548,Caudata,Salamandridae,Pleurodeles,Pleurodeles waltl,NA,NA,NA,NA,1,NA,Insectivore,300,,
Anf6580,Caudata,Salamandridae,Salamandra,Salamandra corsica,NA,NA,NA,NA,1,NA,Insectivore,300,,
Anf6717,Gymnophiona,Ichthyophiidae,Caudacaecilia,Caudacaecilia larutensis,NA,NA,NA,NA,1,NA,Insectivore,301,,
Anf6591,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula boulengeri,NA,NA,NA,NA,1,NA,Insectivore,308,,
Anf6010,Caudata,Amphiumidae,Amphiuma,Amphiuma pholeter,NA,NA,NA,NA,1,NA,Insectivore,330,,
Anf6597,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula uluguruensis,NA,NA,NA,NA,1,NA,Insectivore,330,,
Anf6757,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis tricolor,NA,NA,NA,NA,1,NA,Insectivore,330,,
Anf6008,Caudata,Ambystomatidae,Dicamptodon,Dicamptodon tenebrosus,NA,NA,NA,NA,1,NA,Insectivore,340,,
Anf6649,Gymnophiona,Caeciliidae,Gegeneophis,Gegeneophis ramaswamii,NA,NA,NA,NA,1,NA,Insectivore,340,,
Anf6701,Gymnophiona,Caeciliidae,Scolecomorphus,Scolecomorphus uluguruensis,NA,NA,NA,NA,1,NA,Insectivore,380,,
Anf6636,Gymnophiona,Caeciliidae,Dermophis,Dermophis gracilior,NA,NA,NA,NA,1,NA,Insectivore,387,,
Anf6594,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula fischeri,NA,NA,NA,NA,1,NA,Insectivore,397,,
Anf6400,Caudata,Plethodontidae,Plethodon,Plethodon cinereus,NA,NA,NA,NA,1,NA,Insectivore,412,,
Anf6596,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula taitana,NA,NA,NA,NA,1,NA,Insectivore,420,,
Anf6702,Gymnophiona,Caeciliidae,Scolecomorphus,Scolecomorphus vittatus,NA,NA,NA,NA,1,NA,Insectivore,450,,
Anf6638,Gymnophiona,Caeciliidae,Dermophis,Dermophis oaxacae,NA,NA,NA,NA,1,NA,Insectivore,454,,
Anf6691,Gymnophiona,Caeciliidae,Siphonops,Siphonops annulatus,NA,NA,NA,NA,1,NA,Insectivore,454,,
Anf6700,Gymnophiona,Caeciliidae,Scolecomorphus,Scolecomorphus kirkii,NA,NA,NA,NA,1,NA,Insectivore,463,,
Anf6742,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis kohtaoensis,NA,NA,NA,NA,1,NA,Insectivore,471,,
Anf6659,Gymnophiona,Caeciliidae,Gymnopis,Gymnopis multiplicata,NA,NA,NA,NA,1,NA,Insectivore,480,,
Anf6729,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis bombayensis,NA,NA,NA,NA,1,NA,Insectivore,591,,
Anf6613,Gymnophiona,Caeciliidae,Caecilia,Caecilia gracilis,NA,NA,NA,NA,1,NA,Insectivore,735,,
Anf6714,Gymnophiona,Caeciliidae,Typhlonectes,Typhlonectes compressicauda,NA,NA,NA,NA,1,NA,Insectivore,800,,
Anf4066,Anura,Microhylidae,Oreophryne,Oreophryne minuta,NA,NA,NA,NA,1,NA,Insectivore,11.5,,
Anf3871,Anura,Microhylidae,Syncope,Syncope antenori,NA,NA,NA,NA,1,NA,Insectivore,14,,
Anf1565,Anura,Dendrobatidae,Ranitomeya,Ranitomeya uakarii,NA,NA,NA,NA,1,NA,Insectivore,16.2,,
Anf3955,Anura,Microhylidae,Cophixalus,Cophixalus bewaniensis,NA,NA,NA,NA,1,NA,Insectivore,16.7,,
Anf1560,Anura,Dendrobatidae,Ranitomeya,Ranitomeya reticulata,NA,NA,NA,NA,1,NA,Insectivore,17,,
Anf3883,Anura,Microhylidae,Albericus,Albericus sanguinopictus,NA,NA,NA,NA,1,NA,Insectivore,17.4,,
Anf5524,Anura,Strabomantidae,Pristimantis,Pristimantis andinognomus,NA,NA,NA,NA,1,NA,Insectivore,17.9,,
Anf0037,Anura,Aromobatidae,Allobates,Allobates marchesianus,NA,NA,NA,NA,1,NA,Insectivore,18,,
Anf1524,Anura,Dendrobatidae,Minyobates,Minyobates steyermarki,NA,NA,NA,NA,1,NA,Insectivore,18,,
Anf1568,Anura,Dendrobatidae,Ranitomeya,Ranitomeya ventrimaculata,NA,NA,NA,NA,1,NA,Insectivore,18,,
Anf1555,Anura,Dendrobatidae,Ranitomeya,Ranitomeya imitator,NA,NA,NA,NA,1,NA,Insectivore,18.2,,
Anf3881,Anura,Microhylidae,Albericus,Albericus murritus,NA,NA,NA,NA,1,NA,Insectivore,18.3,,
Anf4067,Anura,Microhylidae,Oreophryne,Oreophryne moluccensis,NA,NA,NA,NA,1,NA,Insectivore,18.3,,
Anf1877,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus griphus,NA,NA,NA,NA,1,NA,Insectivore,18.4,,
Anf4061,Anura,Microhylidae,Oreophryne,Oreophryne jeffersoniana,NA,NA,NA,NA,1,NA,Insectivore,18.5,,
Anf1570,Anura,Dendrobatidae,Ranitomeya,Ranitomeya virolinensis,NA,NA,NA,NA,1,NA,Insectivore,18.9,,
Anf1541,Anura,Dendrobatidae,Ranitomeya,Ranitomeya amazonica,NA,NA,NA,NA,1,NA,Insectivore,19,,
Anf3880,Anura,Microhylidae,Albericus,Albericus laurini,NA,NA,NA,NA,1,NA,Insectivore,19,,
Anf3965,Anura,Microhylidae,Cophixalus,Cophixalus desticans,NA,NA,NA,NA,1,NA,Insectivore,19.1,,
Anf4144,Anura,Microhylidae,Platypelis,Platypelis tetra,NA,NA,NA,NA,1,NA,Insectivore,19.4,,
Anf1559,Anura,Dendrobatidae,Ranitomeya,Ranitomeya opisthomelas,NA,NA,NA,NA,1,NA,Insectivore,19.5,,
Anf4131,Anura,Microhylidae,Anodonthyla,Anodonthyla theoi,NA,NA,NA,NA,1,NA,Insectivore,19.5,,
Anf3999,Anura,Microhylidae,Cophixalus,Cophixalus variabilis,NA,NA,NA,NA,1,NA,Insectivore,19.7,,
Anf1562,Anura,Dendrobatidae,Ranitomeya,Ranitomeya sirensis,NA,NA,NA,NA,1,NA,Insectivore,19.9,,
Anf1566,Anura,Dendrobatidae,Ranitomeya,Ranitomeya vanzolinii,NA,NA,NA,NA,1,NA,Insectivore,19.9,,
Anf1809,Anura,Eleutherodactylidae,Diasporus,Diasporus vocator,NA,NA,NA,NA,1,NA,Insectivore,20,,
Anf2235,Anura,Hylidae,Dendropsophus,Dendropsophus oliveirai,NA,NA,NA,NA,1,NA,Insectivore,20,,
Anf4125,Anura,Microhylidae,Anodonthyla,Anodonthyla jeanbai,NA,NA,NA,NA,1,NA,Insectivore,20,,
Anf4048,Anura,Microhylidae,Oreophryne,Oreophryne clamata,NA,NA,NA,NA,1,NA,Insectivore,20.4,,
Anf1045,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium munozorum,NA,NA,NA,NA,1,NA,Insectivore,21,,
Anf1533,Anura,Dendrobatidae,Oophaga,Oophaga vicentei,NA,NA,NA,NA,1,NA,Insectivore,21,,
Anf1567,Anura,Dendrobatidae,Ranitomeya,Ranitomeya variabilis,NA,NA,NA,NA,1,NA,Insectivore,21,,
Anf2606,Anura,Hylidae,Scarthyla,Scarthyla vigilans,NA,NA,NA,NA,1,NA,Insectivore,21,,
Anf4072,Anura,Microhylidae,Oreophryne,Oreophryne pseudasplenicola,NA,NA,NA,NA,1,NA,Insectivore,21,,
Anf5780,Anura,Strabomantidae,Pristimantis,Pristimantis paululus,NA,NA,NA,NA,1,NA,Insectivore,21,,
Anf2252,Anura,Hylidae,Dendropsophus,Dendropsophus sanborni,NA,NA,NA,NA,1,NA,Insectivore,21.1,,
