taxon_no,Order,Family,taxon_name,ln_mass_g,mass_source,m1_length_mm,m1_width_mm,m1_source,eq_type,mass_eq,eq_source,ln_mass_g_estimate,n_occs,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval,life_habit,life_habit_basis,diet,diet_basis
212345,,Spalacotheriidae,Spalacotherium henkeli,,,,,,,,,,1,130,125.45,130,125.45,Hauterivian,Barremian,,Mammalia,insectivore,Mammaliaformes
216770,,Spalacotheriidae,Spalacotherium hookeri,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
206728,,Spalacotheriidae,Spalacotherium taylori,,,,,,,,,,1,140.2,136.4,140.2,136.4,Berriasian,Valanginian,,Mammalia,insectivore,Mammaliaformes
51677,,Spalacotheriidae,Spalacotheroides bridwelli,,,,,,,,,,1,113,100.5,113,100.5,Albian,,,Mammalia,insectivore,Mammaliaformes
51939,,Spalacotheriidae,Symmetrodontoides oligodontos,,,,,,,,,,4,93.9,89.8,89.8,83.6,Turonian,Santonian,,Mammalia,insectivore,Mammaliaformes
51938,,Spalacotheriidae,Symmetrodontoides foxi,2.158,Body size downgrading of mammals over the late Quaternary,,,,,,,,6,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
51676,,Spalacotheriidae,Spalacotheridium noblei,0.967,Body size downgrading of mammals over the late Quaternary,,,,,,,,8,105.3,93.5,105.3,93.5,Albian,Turonian,,Mammalia,insectivore,Mammaliaformes
216468,,Stagodontidae,Pariadens mckennai,,,2.65,1.64,"Chapter 5: Marsupial Mammals from the Albian–Cenomanian (Early–Late Cretaceous) Boundary, Utah","Marsupials, m1_area",ln(m) = 2.924 + 1.56 * ln(m1_area),A First Look at Estimating Body Size in Dentally Conservative Marsupials,5.216039176,1,105.3,93.5,105.3,93.5,Albian,Turonian,,Stagodontidae,"carnivore, durophage",Stagodontidae
45707,,Stagodontidae,Didelphodon coyi,,,,,,,,,,4,83.5,66,70.6,66,Campanian,Maastrichtian,aquatic,Didelphodon,durophage,Didelphodon
45977,,Stagodontidae,Ectoconodon montanensis,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,aquatic,Didelphodon,durophage,Didelphodon
46139,,Stagodontidae,Eodelphis browni,,,,,,,,,,2,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Stagodontidae,"carnivore, durophage",Stagodontidae
46140,,Stagodontidae,Eodelphis cutleri,,,,,,,,,,4,83.5,70.6,70.6,66,Campanian,Maastrichtian,,Stagodontidae,"carnivore, durophage",Stagodontidae
370351,,Stagodontidae,Fumodelphodon pulveris,,,,,,,,,,1,93.9,89.8,93.9,89.8,Turonian,,,Stagodontidae,"carnivore, durophage",Stagodontidae
370353,,Stagodontidae,Hoodootherium praeceps,,,,,,,,,,1,93.5,89.3,93.5,89.3,Turonian,Coniacian,,Stagodontidae,"carnivore, durophage",Stagodontidae
45711,,Stagodontidae,Didelphodon vorax,6.635,Body size downgrading of mammals over the late Quaternary,,,,,,,,66,72.1,66,70.6,66,Maastrichtian,,aquatic,Didelphodon,durophage,Didelphodon
49997,,Stagodontidae,Pariadens kirklandi,4.22,Body size downgrading of mammals over the late Quaternary,,,,,,,,3,100.5,93.9,99.6,93.5,Cenomanian,Turonian,,Stagodontidae,"carnivore, durophage",Stagodontidae
56943,,Stylinodontidae,Schowalteria clemensi,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,ground dwelling,Stylinodontidae,herbivore,Stylinodontidae
109645,,Sudamericidae,Bharattherium bonapartei,,,2.66,2.00,A new Late Cretaceous Gondwanatherian mammal from central India,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Analysis of mammalian communities from the Late Eocene and Oligocene of Southern France,4.863781725,1,72.1,66,72.1,66,Maastrichtian,,,Mammalia,insectivore,Mammaliaformes
216761,,Sudamericidae,Dakshina jederi,,,,,,,,,,2,72.1,66,72.1,66,Maastrichtian,,,Mammalia,insectivore,Mammaliaformes
382701,,Sudamericidae,Galulatherium jenkinsi,,,,,,,,,,1,100.5,72.1,100.5,72.1,Cenomanian,Campanian,,Mammalia,insectivore,Mammaliaformes
66687,,Sudamericidae,Gondwanatherium patagonicum,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
57603,,Sudamericidae,Lavanify miolaka,,,,,,,,,,2,72.1,66,72.1,66,Maastrichtian,,,Mammalia,insectivore,Mammaliaformes
331045,,Sudamericidae,Vintana sertichi,9.1,"Endocranial and Inner Ear Morphology of Vintana Sertichi (Mammalia, Gondwanatheria) from the Late Cretaceous of Madagascar",,,,,,,,1,72.1,66,72.1,66,Maastrichtian,,,Mammalia,insectivore,Mammaliaformes
55377,,Thereuodontidae,Thereuodon dahmani,,,,,,,,,,1,145,139.8,145,139.8,Berriasian,,,Mammalia,insectivore,Mammaliaformes
212328,,Thereuodontidae,Thereuodon taraktes,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
212336,,Tinodontidae,Tinodon micron,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
141361,,Vincelestidae,Vincelestes neuquenianus,6.8,"Endocranial and Inner Ear Morphology of Vintana Sertichi (Mammalia, Gondwanatheria) from the Late Cretaceous of Madagascar",,,,,,,,1,129.4,122.46,129.4,122.46,Barremian,Aptian,ground dwelling,Vincelestes,insectivore,Mammaliaformes
137977,,Zalambdalestidae,Kulbeckia kulbecke,,,1.70,2.60,The Late Cretaceous placental mammal Kulbeckia,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",4.145435425,5,93.5,89.3,85.8,83.5,Turonian,Campanian,ground dwelling,Zalambdalestidae,insectivore,Zalambdalestidae
70459,,Zalambdalestidae,Zalambdalestes lechei,4.42,"Endocranial and Inner Ear Morphology of Vintana Sertichi (Mammalia, Gondwanatheria) from the Late Cretaceous of Madagascar",2.17,,"Preliminary data on the Upper Cretaceous eutherian mammals from Bayn Dzak, Gobi desert","Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,3.935456058,6,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Zalambdalestidae,insectivore,Zalambdalestidae
102838,,Zalambdalestidae,Zhangolestes jilinensis,,,2.18,1.65,"A new"" middle"" Cretaceous zalambdalestid mammal, from a new locality in Jilin Province, northeastern China","Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",3.810003068,1,125,93.9,125,93.9,Aptian,Cenomanian,ground dwelling,Zalambdalestidae,insectivore,Zalambdalestidae
57350,,Zalambdalestidae,Zalambdalestes grangeri,,,2.31,1.91,"Preliminary data on the Upper Cretaceous eutherian mammals from Bayn Dzak, Gobi desert","Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",4.142523048,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Zalambdalestidae,insectivore,Zalambdalestidae
137750,,Zalambdalestidae,Alymlestes kielanae,,,2.40,2.10,A new Cretaceous mammal from the Campanian of Kazakhstan,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",4.359137102,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Zalambdalestidae,insectivore,Zalambdalestidae
371280,,Zalambdalestidae,Zofialestes longidens,,,2.43,1.95,A new zalambdalestid (Eutheria) from the Late Cretaceous of Mongolia and its implications for the origin of Glires,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",4.258713186,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Zalambdalestidae,insectivore,Zalambdalestidae
57289,,Zalambdalestidae,Barunlestes butleri,,,,,,,,,,4,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Zalambdalestidae,insectivore,Zalambdalestidae
197845,,Zhangheotheriidae,Maotherium sinensis,,,0.90,1.60,"New information on the maxilla, dentary, and dentition of Maotherium sinense, with comments on the zhangheotheriid dental formulae","Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",2.319638989,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
65258,,Zhangheotheriidae,Zhangheotherium quinquecuspidens,,,1.50,1.00,A new symmetrodont mammal from China and its implications for mammalian evolution,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",2.386097196,2,129.4,122.46,129.4,122.46,Barremian,Aptian,ground dwelling,Zhangheotherium,insectivore,Mammaliaformes
156659,,Zhangheotheriidae,Maotherium asiaticus,4.35,Evolutionary Development of the Middle Ear in Mesozoic Therian Mammals,1.70,1.80,Evolutionary Development of the Middle Ear in Mesozoic Therian Mammals,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",3.546779483,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
371286,,Zhangheotheriidae,Anebodon luoi,,,,,,,,,,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
216648,,Zhangheotheriidae,Kiyatherium cardiodens,,,,,,,,,,2,129.4,113,125,113,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
137736,,Zhelestidae,Sheikhdzheilia rezvyii,,,0.80,1.10,"Mammals from the mid-Cretaceous Khodzhakul Formation, Kyzylkum Desert, Uzbekistan","Ungulates, m1_area",ln(m) = 3.757 + 1.516 * ln(m1_area),Estimating the body mass of extinct ungulates: a study on the use of multiple regression,3.563204609,2,99.6,93.5,99.6,93.5,Cenomanian,Turonian,scansorial,Eutheria,insectivore,Theria
137738,,Zhelestidae,Eozhelestes mangit,,,1.10,1.50,"Mammals from the mid-Cretaceous Khodzhakul Formation, Kyzylkum Desert, Uzbekistan","Ungulates, m1_area",ln(m) = 3.757 + 1.516 * ln(m1_area),Estimating the body mass of extinct ungulates: a study on the use of multiple regression,4.516175336,2,99.6,93.5,99.6,93.5,Cenomanian,Turonian,scansorial,Eutheria,insectivore,Theria
217349,,Zhelestidae,Borisodon kara,,,2.13,1.63,"Phylogenetic analysis, taxonomic revision, and dental ontogeny of the Cretaceous Zhelestidae (Mammalia: Eutheria)","Ungulates, m1_area",ln(m) = 3.757 + 1.516 * ln(m1_area),Estimating the body mass of extinct ungulates: a study on the use of multiple regression,5.643968224,1,93.5,89.3,93.5,89.3,Turonian,Coniacian,scansorial,Eutheria,insectivore,Theria
137972,,Zhelestidae,Aspanlestes aptap,,,2.20,1.56,"Phylogenetic analysis, taxonomic revision, and dental ontogeny of the Cretaceous Zhelestidae (Mammalia: Eutheria)","Ungulates, m1_area",ln(m) = 3.757 + 1.516 * ln(m1_area),Estimating the body mass of extinct ungulates: a study on the use of multiple regression,5.626445063,6,93.5,89.3,93.5,86.3,Turonian,Coniacian,scansorial,Eutheria,insectivore,Theria
331085,,Zhelestidae,Mistralestes arcensis,,,2.30,1.38,"New eutherian mammals from the Late Cretaceous of Aix-en-Provence Basin, south-eastern France","Ungulates, m1_area",ln(m) = 3.757 + 1.516 * ln(m1_area),Estimating the body mass of extinct ungulates: a study on the use of multiple regression,5.507968815,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,scansorial,Eutheria,insectivore,Theria
217348,,Zhelestidae,Parazhelestes mynbulakensis,,,2.38,1.76,"Phylogenetic analysis, taxonomic revision, and dental ontogeny of the Cretaceous Zhelestidae (Mammalia: Eutheria)","Ungulates, m1_area",ln(m) = 3.757 + 1.516 * ln(m1_area),Estimating the body mass of extinct ungulates: a study on the use of multiple regression,5.928540074,3,93.5,89.3,86.3,70.6,Turonian,Maastrichtian,scansorial,Eutheria,insectivore,Theria
203027,,Zhelestidae,Zhelestes temirkazyk,,,2.44,1.75,"Phylogenetic analysis, taxonomic revision, and dental ontogeny of the Cretaceous Zhelestidae (Mammalia: Eutheria)","Ungulates, m1_area",ln(m) = 3.757 + 1.516 * ln(m1_area),Estimating the body mass of extinct ungulates: a study on the use of multiple regression,5.957646562,1,93.5,89.3,93.5,89.3,Turonian,Coniacian,scansorial,Eutheria,insectivore,Theria
53173,,Zhelestidae,Lainodon orueetxebarriai,,,2.80,1.75,Un nouveau mammifere du Maastrichtien de Lano,"Ungulates, m1_area",ln(m) = 3.757 + 1.516 * ln(m1_area),Estimating the body mass of extinct ungulates: a study on the use of multiple regression,6.166280571,3,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,scansorial,Eutheria,insectivore,Theria
64795,,Zhelestidae,Valentinella vitrollense,,,4.04,2.80,"New eutherian mammals from the Late Cretaceous of Aix-en-Provence Basin, south-eastern France","Ungulates, m1_area",ln(m) = 3.757 + 1.516 * ln(m1_area),Estimating the body mass of extinct ungulates: a study on the use of multiple regression,7.434609989,1,70.6,66,70.6,66,Maastrichtian,,scansorial,Eutheria,insectivore,Theria
434778,,Zhelestidae,Azilestes ragei,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,scansorial,Eutheria,insectivore,Theria
46581,,Zhelestidae,Gallolestes agujaensis,,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,scansorial,Eutheria,insectivore,Theria
196152,,Zhelestidae,Labes garimondi,,,,,,,,,,2,83.6,72.1,83.5,66,Campanian,Maastrichtian,scansorial,Eutheria,insectivore,Theria
196150,,Zhelestidae,Labes quintanillensis,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,scansorial,Eutheria,insectivore,Theria
255645,,Zhelestidae,Lainodon ragei,,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,scansorial,Eutheria,insectivore,Theria
213953,,Zhelestidae,Ortalestes tostak,,,,,,,,,,1,93.5,89.3,93.5,89.3,Turonian,Coniacian,scansorial,Eutheria,insectivore,Theria
137740,,Zhelestidae,Oxlestes grandis,,,,,,,,,,1,99.6,93.5,99.6,93.5,Cenomanian,Turonian,scansorial,Eutheria,insectivore,Theria
213245,,Zhelestidae,Parazhelestes robustus,,,,,,,,,,2,93.5,89.3,93.5,86.3,Turonian,Coniacian,scansorial,Eutheria,insectivore,Theria
213249,,Zhelestidae,Sorlestes mifunensis,,,,,,,,,,1,99.6,89.3,99.6,89.3,Cenomanian,Coniacian,scansorial,Eutheria,insectivore,Theria
249249,,Zhelestidae,Zhalmouzia bazhanovi,,,,,,,,,,1,86.3,70.6,86.3,70.6,Santonian,Maastrichtian,scansorial,Eutheria,insectivore,Theria
46582,,Zhelestidae,Gallolestes pachymandibularis,4.259,Body size downgrading of mammals over the late Quaternary,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,scansorial,Eutheria,insectivore,Theria
43912,,Zhelestidae,Alostera saskatchewanensis,3.935,Body size downgrading of mammals over the late Quaternary,,,,,,,,4,83.5,70.6,70.6,66,Campanian,Maastrichtian,scansorial,Eutheria,insectivore,Theria
44395,,Zhelestidae,Avitotherium utahensis,3.493,Body size downgrading of mammals over the late Quaternary,,,,,,,,3,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,scansorial,Eutheria,insectivore,Theria
44482,Cimolesta,Cimolestidae,Batodon tenuis,,,1.30,0.75,"A New Specimen and a Functional Reassociation of the Molar Dentition of Batodon tenuis (Placentalia, Incertae Sedis), Latest Cretaceous (Lancian), North America","Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",1.684782609,13,70.6,66,70.6,66,Maastrichtian,,,Batodon tenuis,insectivore,Batodon tenuis
143918,Cimolesta,Cimolestidae,Maelestes gobiensis,,,1.85,1.35,The Eutherian Mammal Maelestes gobiensis from the Late Cretaceous of Mongolia and the phylogeny of cretaceous eutheria,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",3.216092497,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Cimolestidae,insectivore,Cimolestidae
331297,Cimolesta,Cimolestidae,Scollardius propalaeoryctes,,,2.45,1.60,"Latest Cretaceous mammals of upper part of Edmonton Formation of Alberta, Canada, and review of marsupial-placental dichotomy in mammalian evolution","Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",3.949997212,3,70.6,66,70.6,66,Maastrichtian,,,Scollardius propalaeoryctes,insectivore,Scollardius propalaeoryctes
331295,Cimolesta,Cimolestidae,Ambilestes cerberoides,,,3.27,2.07,"Latest Cretaceous mammals of upper part of Edmonton Formation of Alberta, Canada, and review of marsupial-placental dichotomy in mammalian evolution","Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),"New species of Batodonoides (Lipotyphla, Geolabididae) from the Early Eocene of Wyoming: smallest known mammal?",4.839287228,8,70.6,66,66,63.3,Maastrichtian,Danian,,Cimolestidae,insectivore,Cimolestidae
45120,Cimolesta,Cimolestidae,Cimolestes stirtoni,,,,,,,,,,7,70.6,66,70.6,66,Maastrichtian,,,Cimolestes,"carnivore, insectivore",Cimolestes
52109,Cimolesta,Cimolestidae,Telacodon laevis,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,,Cimolestidae,insectivore,Cimolestidae
45115,Cimolesta,Cimolestidae,Cimolestes incisus,5.467,Body size downgrading of mammals over the late Quaternary,,,,,,,,15,70.6,66,59.2,56,Maastrichtian,Paleocene,,Cimolestes incisus,insectivore,Cimolestes incisus
45567,Cimolesta,Palaeoryctidae,Delphodon comptus,,,,,,,,,,5,70.6,66,70.6,66,Maastrichtian,,scansorial,Palaeoryctidae,insectivore,Palaeoryctidae
331293,Creodonta,,Altacreodus magnus,,,5.09,3.34,"Latest Cretaceous mammals of upper part of Edmonton Formation of Alberta, Canada, and review of marsupial-placental dichotomy in mammalian evolution","Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,6.416378487,10,72.1,66,70.6,66,Maastrichtian,,,Altacreodus magnus,carnivore,Altacreodus magnus
70457,Deltatheroida,,Deltatheroides cretacicus,,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Deltatheroides,carnivore,Deltatheroides
137970,Deltatheroida,Deltatheridiidae,Sulestes karakshi,,,1.80,1.10,New material of the Late Cretaceous deltatheroidan mammal Sulestes from Uzbekistan and phylogenetic reassessment of the metatherian-eutherian dichotomy,"Marsupials, m1_area",ln(m) = 2.924 + 1.56 * ln(m1_area),A First Look at Estimating Body Size in Dentally Conservative Marsupials,3.989631078,9,93.5,89.3,93.5,89.3,Turonian,Coniacian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
319138,Deltatheroida,Deltatheridiidae,Lotheridium mengi,,,3.34,1.80,"A new Cretaceous Metatherian mammal from Henan, China","Marsupials, m1_area",ln(m) = 2.924 + 1.56 * ln(m1_area),A First Look at Estimating Body Size in Dentally Conservative Marsupials,5.722261656,1,70.6,66,70.6,66,Maastrichtian,,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
44378,Deltatheroida,Deltatheridiidae,Atokatheridium boreni,,,,,,,,,,1,122.46,109,122.46,109,Aptian,Albian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
137745,Deltatheroida,Deltatheridiidae,Deltatheridium nessovi,,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Deltatheridium,carnivore,Deltatheridium
70456,Deltatheroida,Deltatheridiidae,Deltatheridium pretrituberculare,,,,,,,,,,6,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,,Deltatheridium,carnivore,Deltatheridium
203464,Deltatheroida,Deltatheridiidae,Hydotherium dobsoni,,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
109639,Deltatheroida,Deltatheridiidae,Nanocuris improvida,,,,,,,,,,2,72.1,66,70.6,66,Maastrichtian,,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
204005,Deltatheroida,Deltatheridiidae,Oklatheridium minax,,,,,,,,,,2,122.46,109,113,100.5,Aptian,Albian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
204004,Deltatheroida,Deltatheridiidae,Oklatheridium szalayi,,,,,,,,,,2,122.46,109,113,100.5,Aptian,Albian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
319847,Deltatheroida,Deltatheridiidae,Oklatheridium wiblei,,,,,,,,,,2,125,100.5,113,100.5,Aptian,Albian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
319140,Deltatheroida,Deltatheridiidae,Tsagandelta dashzevegi,,,,,,,,,,1,100.5,83.6,100.5,83.6,Cenomanian,Santonian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
242244,Dryolestida,,Crusafontia amoae,,,,,,,,,,2,136.4,130,130,125.45,Valanginian,Barremian,,Mammalia,insectivore,Mammaliaformes
206747,Dryolestida,,Crusafontia cuencana,,,,,,,,,,2,130,125.45,130,125.45,Hauterivian,Barremian,,Mammalia,insectivore,Mammaliaformes
397995,Dryolestida,,Paraungulatum rectangularis,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
397993,Dryolestida,Casamiquelidae,Alamitherium bishopi,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
207624,Dryolestida,Casamiquelidae,Casamiquelia rionegrina,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
397991,Dryolestida,Casamiquelidae,Rougietherium tricuspes,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
212378,Dryolestida,Donodontidae,Donodon prescriptoris,,,,,,,,,,1,145,139.8,145,139.8,Berriasian,,,Mammalia,insectivore,Mammaliaformes
106806,Eutriconodonta,,Hakusanodon archaeus,,,1.75,0.80,"An Early Cretaceous mammal from the Kuwajima Formation (Tetori Group), Japan, and a reassessment of triconodont phylogeny","Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Analysis of mammalian communities from the Late Eocene and Oligocene of Southern France,2.424734776,1,139.8,132.9,139.8,132.9,Valanginian,,,Mammalia,insectivore,Mammaliaformes
239722,Eutriconodonta,,Liaoconodon hui,,,2.81,,Transitional mammalian middle ear from a new Cretaceous Jehol eutriconodont,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,4.687566847,1,125,113,125,113,Aptian,,,Mammalia,insectivore,Mammaliaformes
289799,Eutriconodonta,,Chaoyangodens lii,,,,,,,,,,1,129.4,125,129.4,125,Barremian,,,Mammalia,insectivore,Mammaliaformes
208905,Eutriconodonta,,Dyskritodon amazighi,,,,,,,,,,1,145,139.8,145,139.8,Berriasian,,,Mammalia,insectivore,Mammaliaformes
197843,Eutriconodonta,,Jeholodens jenkinsi,,,,,,,,,,1,130,122.46,130,122.46,Hauterivian,Aptian,,Mammalia,insectivore,Mammaliaformes
197849,Eutriconodonta,,Juchilestes liaoningensis,,,,,,,,,,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
374106,Eutriconodonta,,Sangarotherium aquilonium,,,,,,,,,,1,145,125,145,125,Berriasian,Barremian,,Mammalia,insectivore,Mammaliaformes
204182,Eutriconodonta,Gobiconodontidae,Gobiconodon hoburensis,,,1.50,0.90,Gobiconodon (Mammalia) from the Early Cretaceous of Mongolia and Revision of Gobiconodontidae,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,2.860903465,3,129.4,113,125,100.5,Barremian,Albian,,Mammalia,insectivore,Mammaliaformes
72278,Eutriconodonta,Gobiconodontidae,Gobiconodon haizhouensis,,,1.72,0.94,"Two new species of Gobiconodon (Mammalia, Eutriconodonta, Gobiconodontidae) from the Lower Cretaceous Shahai and Fuxin formations, northeastern China","Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,3.259163686,1,125,100.5,125,100.5,Aptian,Aptian,,Mammalia,insectivore,Mammaliaformes
197841,Eutriconodonta,Gobiconodontidae,Gobiconodon zofiae,,,2.30,0.90,"A new species of Gobiconodon (Triconodonta, Mammalia) and its implication for the age of Jehol Biota","Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,4.104765548,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
140283,Eutriconodonta,Gobiconodontidae,Gobiconodon borissiaki,,,2.40,,First record of an Early Cretaceous triconodont mammal in Siberia,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,4.228614026,3,129.4,113,125,100.5,Barremian,Albian,,Mammalia,insectivore,Mammaliaformes
153871,Eutriconodonta,Gobiconodontidae,Gobiconodon luoianus,,,3.00,,"A New Species of Gobiconodon (Mammalia) from Western Liaoning, China and its Implication for the Dental Formula of Gobiconodon","Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,4.87796176,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
46675,Eutriconodonta,Gobiconodontidae,Gobiconodon ostromi,,,4.25,2.05,"The Early Cretaceous Mammal Gobiconodon (Mammalia, Triconodonta) from the Cloverly Formation in Montana","Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,5.89153424,3,125,100.5,125,100.5,Aptian,Albian,,Mammalia,insectivore,Mammaliaformes
146459,Eutriconodonta,Gobiconodontidae,Meemannodon lujiatunensis,,,5.33,2.90,"A new triconodont (Mammalia) from the Early Cretaceous Yixian Formation of Liaoning, China","Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,6.550452103,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
67606,Eutriconodonta,Gobiconodontidae,Repenomamus giganticus,9.47,Large Mesozoic mammals fed on young dinosaurs,7.50,4.70,Large Mesozoic mammals fed on young dinosaurs,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,7.54436779,1,125.45,122.46,125.45,122.46,Barremian,Aptian,ground dwelling,Repenomamus giganticus,carnivore,Repenomamus giganticus
